review,aspect,key_aspect,count,product
i just went on a quick photo shoot in nycs central park today and what a bunch of beautiful photos i took if i do say so myself and i do,nycs park,nycs park,2,Canon S100
i bought this little guy a few weeks back and i have to saythat i never had so much fun with a new toy as this,never much fun,not enough money,2,Canon S100
i have to move pictures off of it every day so i have room for more pictures the next and i do not have enough money to buy the 256 meg card that i have had my eye on for a while,not enough money,not enough money,2,Canon S100
i as many others have waited for many years for the convergence of price features size and ease of use to hit that happy center point,many years,many others,2,Canon S100
i as many others have waited for many years for the convergence of price features size and ease of use to hit that happy center point,many others,many others,2,Canon S100
the manual modes give you a lot of control over exposure and white balance but there is no manual focus or manual exposure,manual exposure,manual focus,2,Canon S100
the manual modes give you a lot of control over exposure and white balance but there is no manual focus or manual exposure,manual focus,manual focus,2,Canon S100
8 buttons are little but if you have steady fingers and dealed with a casio wirst calculator watch you can deal with almost anything,little buttons,little buttons,2,Canon S100
i find it a bit difficult to manage the very tiny buttons and impossible to read the icons without my reading glasses on,tiny buttons,little buttons,2,Canon S100
my only complaint and the reason i gave it 4 stars instead of 5 is that the oncamera controls are not as intuitive as they should be,not intuitive oncamera controls,intuitive operation,2,Canon S100
the good small size durableseeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,intuitive operation,intuitive operation,2,Canon S100
the good small size durableseeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,easy case,easy case,2,Canon S100
the good small size durableseeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,good case,easy case,2,Canon S100
the software that comes with the digital elph is very nice and intuitive,digital elph,digital elph,2,Canon S100
so why the small digital elph rather than one of the other cameras with better resolution or picture quality size2,digital elph,digital elph,2,Canon S100
there are better cameras but none anywhere near as light and compact,better cameras,better cameras,2,Canon S100
i have come across many other beginner cameras that i prefer over this camera but the thing you have to keep in mind about this camera is the size,many cameras,better cameras,2,Canon S100
the whiteled backlit lcd is very bright and crisp even in sunlight and relatively easy on the battery,bright lcd,backlit lcd,2,Canon S100
the whiteled backlit lcd is very bright and crisp even in sunlight and relatively easy on the battery,backlit lcd,backlit lcd,2,Canon S100
the ss body is wonderful feels highquality,wonderful ss body,wonderful ss body,1,Canon S100
the panorama modes are wonderful,wonderful panorama modes,wonderful panorama modes,1,Canon S100
the good small size durableseeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,wide panoramas,wide panoramas,1,Canon S100
the flash is very weak,weak flash,weak flash,1,Canon S100
the panorama setting is unbelieveable,unbelieveable panorama setting,unbelieveable panorama setting,1,Canon S100
the s100s image quality rates in the middle of its class but it can still be a reasonable choice for students families or small businesses looking for an ultraportable camera that weighs less than half a pound with media and battery pack,ultraportable camera,ultraportable camera,1,Canon S100
i discovered that the camera has a manual mode that gives you total control over exposure white balance flash red eye person against bright background flash on flash off flash automatic,total control,total control,1,Canon S100
its still one of the smallest 2mp digital cameras on the market and absolutely one of the bestbuilt most stylish cameras ever,stylish cameras,stylish cameras,1,Canon S100
8 buttons are little but if you have steady fingers and dealed with a casio wirst calculator watch you can deal with almost anything,steady fingers,steady fingers,1,Canon S100
i wanted standard memory expansion cf cards macro mode and if possible a waterproof housing for kayaking,standard expansion,standard expansion,1,Canon S100
its still one of the smallest 2mp digital cameras on the market and absolutely one of the bestbuilt most stylish cameras ever,smallest cameras,smallest cameras,1,Canon S100
so why the small digital elph rather than one of the other cameras with better resolution or picture quality size2,small elph,small elph,1,Canon S100
there is also a small covering for the lens so you need not worry that the lens will get scratched,small covering,small covering,1,Canon S100
the s100s image quality rates in the middle of its class but it can still be a reasonable choice for students families or small businesses looking for an ultraportable camera that weighs less than half a pound with media and battery pack,small businesses,small businesses,1,Canon S100
this is due to the unusually slow autofocus system,slow system,slow system,1,Canon S100
such a small zoom length that you would think that the zoom would be silent since it hardly zooms in wrong,silent zoom,silent zoom,1,Canon S100
not only is it inconvenient but also the battery life span is short,short life span,short life span,1,Canon S100
i bought this camera for the same reason many of you are considering it or have already bought itits size,same reason,same reason,1,Canon S100
i discovered that the camera has a manual mode that gives you total control over exposure white balance flash red eye person against bright background flash on flash off flash automatic,red person,red person,1,Canon S100
the s100s image quality rates in the middle of its class but it can still be a reasonable choice for students families or small businesses looking for an ultraportable camera that weighs less than half a pound with media and battery pack,reasonable choice,reasonable choice,1,Canon S100
i just went on a quick photo shoot in nycs central park today and what a bunch of beautiful photos i took if i do say so myself and i do,quick shoot,quick shoot,1,Canon S100
7 360 panoramic pictures are a very big deal,panoramic pictures,panoramic pictures,1,Canon S100
the lens retracts and has its own metal cover so you do not need to fuss with a lens cap,own cover,own cover,1,Canon S100
the optical and digital zooms combine to give an effective 4x zoom,optical zooms,optical zooms,1,Canon S100
buttons size is ok for me my wife but not my grany,ok buttons size,ok buttons size,1,Canon S100
the new drivers on cannons site do not help at all but try them if you want they have made me have to use the backup software,not new drivers,not new drivers,1,Canon S100
the focus is great though if you are not taking a macro shot,not macro shot,not macro shot,1,Canon S100
even just turning the camera on will move the lens a little resulting in a noisy startup,noisy startup,noisy startup,1,Canon S100
i bought this little guy a few weeks back and i have to saythat i never had so much fun with a new toy as this,new toy,new toy,1,Canon S100
i originally gave this camera 5 stars when i had windows 98 it was wonderful but i got a new computer last november with xp the usb software is sooo not compatible with xp,new computer,new computer,1,Canon S100
first i have to say that i have never had the slightest problem with this camera or the software,never slightest problem,never slightest problem,1,Canon S100
this camera uses a lithium battery i find lithium batteries to be highly inconvenient because what if you are on vacation where the nearest place to buy batteries is just a gas stationthere is no way that you are going to find lithium batteries there,nearest place,nearest place,1,Canon S100
the zoom range is a little narrow 3570mm in 35mm film equivalent but given that the camera is the same as my wallet i cannot think of any real complaint,narrow mm,narrow mm,1,Canon S100
3 the lack of an intermediate resolution setting as other reviewers have suggested is a problem but that problem is meaningless with a larger compactflash memory card,meaningless problem,meaningless problem,1,Canon S100
to make matters work there is no manual override to overcome this problem,manual override,manual override,1,Canon S100
i then realized a major design flaw,major flaw,major flaw,1,Canon S100
i got this camera for an unbelievably low price at amazon,low price,low price,1,Canon S100
the zoom function on this camera is so loud that sometimes you will be unable to use it if you find yourself in a situation where you must be quiet,loud zoom function,loud zoom function,1,Canon S100
2 the delay from the time you fully depress the shutter to the time the picture is taken is too long and may yield some fuzzy shots,long delay,long delay,1,Canon S100
i bought this little guy a few weeks back and i have to saythat i never had so much fun with a new toy as this,little guy,little guy,1,Canon S100
the s100s image quality rates in the middle of its class but it can still be a reasonable choice for students families or small businesses looking for an ultraportable camera that weighs less than half a pound with media and battery pack,less pound,less pound,1,Canon S100
the last problem i found with this camera was the macro function,last problem,last problem,1,Canon S100
3 the lack of an intermediate resolution setting as other reviewers have suggested is a problem but that problem is meaningless with a larger compactflash memory card,larger card,larger card,1,Canon S100
all the features are incredibly intuitive even for a novice like me,intuitive features,intuitive features,1,Canon S100
i left the camera in my car in maine not a very hot place and the lcd screen cracked,hot place,hot place,1,Canon S100
if compact size is your highest priority in a 2megapixel camera the canon powershot s100 digital elph is a standout choice and aptly named for its diminutive design,highest priority,highest priority,1,Canon S100
i am in high school and this camera is perfect for what i use it for carrying it around in my pocket so i can take pictures whenever i want to of my friends and of funny things that happen,high school,high school,1,Canon S100
i as many others have waited for many years for the convergence of price features size and ease of use to hit that happy center point,happy point,happy point,1,Canon S100
but this does work even if you turn off the lcd viewing great battery saver,great saver,great saver,1,Canon S100
this is a great product and canon has done an excellent job,great product,great product,1,Canon S100
the color and light i captured with this camera on a 12day trip to turkey gorgeous vividly colored ceramic tiles inside darkened mosques were far superior to anything i have ever gotten with a traditional 35mm film camera,gorgeous tiles,gorgeous tiles,1,Canon S100
2 the delay from the time you fully depress the shutter to the time the picture is taken is too long and may yield some fuzzy shots,fuzzy shots,fuzzy shots,1,Canon S100
all the cameras functionality is only available or selectable when the screen is functional,functional screen,functional screen,1,Canon S100
the good small size durableseeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,fast usb,fast usb,1,Canon S100
this is a great product and canon has done an excellent job,excellent job,excellent job,1,Canon S100
this is enough capacity and capability to do a complete household inventory for example,enough capacity,enough capacity,1,Canon S100
its size makes holding it steady for long a bit of a challenge not enough camera body to grip with more than your finger tips,enough body,enough body,1,Canon S100
the optical and digital zooms combine to give an effective 4x zoom,effective zoom,effective zoom,1,Canon S100
the good small size durableseeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,distinctive connection,distinctive connection,1,Canon S100
if compact size is your highest priority in a 2megapixel camera the canon powershot s100 digital elph is a standout choice and aptly named for its diminutive design,diminutive design,diminutive design,1,Canon S100
i will also say that it takes a very long moment for the camera to do its digital image processing between the time you press the button and when the camera actually takes the picture,digital processing,digital processing,1,Canon S100
very easy to use for someone like me who is just hopping on the digital camera bandwagon,digital bandwagon,digital bandwagon,1,Canon S100
the auto color balance is often fooled by dense clouds,dense clouds,dense clouds,1,Canon S100
this wonderfully small digital camera produces fantastically good pictures printed on any decent photoquality printer with photo quality paper,decent printer,decent printer,1,Canon S100
i must say i think this is the coolest camera i have ever owned,coolest camera,coolest camera,1,Canon S100
this is enough capacity and capability to do a complete household inventory for example,complete inventory,complete inventory,1,Canon S100
i originally gave this camera 5 stars when i had windows 98 it was wonderful but i got a new computer last november with xp the usb software is sooo not compatible with xp,compatible usb software,compatible usb software,1,Canon S100
the color and light i captured with this camera on a 12day trip to turkey gorgeous vividly colored ceramic tiles inside darkened mosques were far superior to anything i have ever gotten with a traditional 35mm film camera,ceramic tiles,ceramic tiles,1,Canon S100
have a great and easy to use bundled software,bundled software,bundled software,1,Canon S100
i discovered that the camera has a manual mode that gives you total control over exposure white balance flash red eye person against bright background flash on flash off flash automatic,bright flash,bright flash,1,Canon S100
7 360 panoramic pictures are a very big deal,big deal,big deal,1,Canon S100
i just went on a quick photo shoot in nycs central park today and what a bunch of beautiful photos i took if i do say so myself and i do,beautiful photos,beautiful photos,1,Canon S100
the new drivers on cannons site do not help at all but try them if you want they have made me have to use the backup software,backup software,backup software,1,Canon S100
all the cameras functionality is only available or selectable when the screen is functional,available cameras functionality,available cameras functionality,1,Canon S100
you have the option to have the flash automatic or off,automatic flash,automatic flash,1,Canon S100
its still one of the smallest 2mp digital cameras on the market and absolutely one of the bestbuilt most stylish cameras ever,2mp cameras,2mp cameras,1,Canon S100
works great no odor and uses regular bags,regular bags,regular bags,21,Diaper Champ
1 it uses regular garbage bags instead of brand refills,regular bags,regular bags,21,Diaper Champ
this pail does not really keep in odors anymore and well probably have to get a new one but since you can use regular garbage bags we actually use the bags we get our groceries in because they hang perfectly its still probably a better deal than the genie,regular bags,regular bags,21,Diaper Champ
i use the regular kitchen trash bags and it is so easy to empty,regular bags,regular bags,21,Diaper Champ
you can do it one handed while still hanging on to the baby also we like using regular trash bags instead of having to worry about buying refills like with the diaper genie,regular bags,regular bags,21,Diaper Champ
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags,regular bags,regular bags,21,Diaper Champ
i love the diaper champ it is really easy to use and since you can use regular garbage bags it does not cost an arm and a leg for refills,regular bags,regular bags,21,Diaper Champ
we use regular kitchen sized garbage bags,regular bags,regular bags,21,Diaper Champ
the thought of not having to buy refills and just using regular bags is awesome,regular bags,regular bags,21,Diaper Champ
and best of all no wasting money on special refill bagsthis takes ordinary garbage bags,ordinary bags,regular bags,21,Diaper Champ
it is easy to install and change the ordinary trash bags easy to clean and most important easy to use one handed just insert folded dirty diaper and flip the handle,ordinary bags,regular bags,21,Diaper Champ
you do not have to waste money or time trying to purchase special bags for the champ,special bags,regular bags,21,Diaper Champ
i wanted this product because i did not have to buy special bags for it and it also came highly recommended,special bags,regular bags,21,Diaper Champ
it is easy to install and change the ordinary trash bags easy to clean and most important easy to use one handed just insert folded dirty diaper and flip the handle,easy bags,regular bags,21,Diaper Champ
3 bags are easy to change,easy bags,regular bags,21,Diaper Champ
i use the same storebrand tall kitchen trash bags i already use in the kitchen for it no specialdiaper trash bags necessary,same bags,regular bags,21,Diaper Champ
we resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the diaper champ for wet diapers only,small bags,regular bags,21,Diaper Champ
using your own bags is much cheaper and convenient,own bags,regular bags,21,Diaper Champ
we just buy the smaller bags that come like 250 to a roll and are sented and they are like 600 and they work great,smaller bags,regular bags,21,Diaper Champ
we resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the diaper champ for wet diapers only,plastic bags,regular bags,21,Diaper Champ
also it takes any kitchen sized trash bag so there is no special bag to stock,special bag,regular bags,21,Diaper Champ
we found that when you put a dirty diaper into the top loader there was a tendency to get streaks which would then get on the plunger which would then have to get cleaned each time it was used,dirty diaper,dirty diapers,12,Diaper Champ
it is easy to install and change the ordinary trash bags easy to clean and most important easy to use one handed just insert folded dirty diaper and flip the handle,dirty diaper,dirty diapers,12,Diaper Champ
we have never had any problems with anything like loose wipes getting stuck we always wrap them in the dirty diaper,dirty diaper,dirty diapers,12,Diaper Champ
in fact people who have been present while i changed my almost 3 month old sons diaper have been amazed at how the verypotent smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ,dirty diaper,dirty diapers,12,Diaper Champ
this is easy to work and easy to dispose of the dirty diapers,dirty diapers,dirty diapers,12,Diaper Champ
every now and then i spray down the inside of the pail with lysol easy onehand use impossible for my inquisitive child to get the dirty diapers out of the pail every now and then odors do escape the pail but that is rareand it usually just means that we have crammed too much in there and need to change the bag,dirty diapers,dirty diapers,12,Diaper Champ
we resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the diaper champ for wet diapers only,dirty diapers,dirty diapers,12,Diaper Champ
cons difficult to open to change bagtwice my bags caught on a sharp edge inside and snagged as i was pulling outleaving dirty diapers all over the floor,dirty diapers,dirty diapers,12,Diaper Champ
it also holds a lot more diapers,more diapers,dirty diapers,12,Diaper Champ
we resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the diaper champ for wet diapers only,wet diapers,dirty diapers,12,Diaper Champ
cons difficult to open to change bagtwice my bags caught on a sharp edge inside and snagged as i was pulling outleaving dirty diapers all over the floor,outleaving diapers,dirty diapers,12,Diaper Champ
the diaper champ is so simple that my toddler loves to put his own diapers in the diaper champ and flip over the handle,own diapers,dirty diapers,12,Diaper Champ
whether you are using disposable or cloth diapers this is the truly the only diaper pail to get,only pail,only pail,6,Diaper Champ
this is a great diaper pail,great pail,only pail,6,Diaper Champ
while the perfect ordor free diaper pail has yet to be invented the diaper champ is a good as it gets,perfect pail,only pail,6,Diaper Champ
this is really a nice diaper pail,nice pail,only pail,6,Diaper Champ
diaper champ is by far the best diaper pail,best pail,only pail,6,Diaper Champ
the only downside to this is that it can get pretty stinky long before the pail is full,full pail,only pail,6,Diaper Champ
its easier and much more convenient to use because it does not have clumsy and confusing not to mention expensive refills,not expensive refills,not expensive refills,5,Diaper Champ
it holds almost a weeks worth of diapers and you do not need expensive refills any kitchen bags work,not expensive refills,not expensive refills,5,Diaper Champ
i love that you do not have to purchase expensive refills,expensive refills,not expensive refills,5,Diaper Champ
and the biggest plus is that you do not have to buy any expensive refills,expensive refills,not expensive refills,5,Diaper Champ
1 the diaper champ does not require special refills that are expensive and hard to find,not special refills,not expensive refills,5,Diaper Champ
also for those that complain that the diaper champ is not as effective as time passes keep the following in mind as babies get older their diets changes aka solid foods and so does the smell of their diapers,not effective diaper champ,great diaper champ,5,Diaper Champ
diaper champ is great,great diaper champ,great diaper champ,5,Diaper Champ
so i cannot tell you if diaper champ will be as good at containing the formula generated poop smell but its excellent at containing the smell of poop of my breastfed baby,good diaper champ,great diaper champ,5,Diaper Champ
the diaper champ is so simple that my toddler loves to put his own diapers in the diaper champ and flip over the handle,simple diaper champ,great diaper champ,5,Diaper Champ
the diaper champ could not be easier to use,not easier diaper champ,great diaper champ,5,Diaper Champ
we use regular kitchen sized garbage bags,sized bags,full bag,4,Diaper Champ
also it takes any kitchen sized trash bag so there is no special bag to stock,sized bag,full bag,4,Diaper Champ
i never know when the champ is full as there is no way too tell even though not particularly aesthetic how about making the champ clear and seethrough so i lift the lid and find a wad of diaper which i must remove usually stuck inside the lid itself because the bag is too full,full bag,full bag,4,Diaper Champ
my main complaints are that it should be deeper or wider as it does not even fit a smaller sized garbage bag,not sized bag,full bag,4,Diaper Champ
being a very economical person i appreciate the fact that any plastic bag can be used with this system i never did like the prospect of buying special diaper genie refills,special refills,special refills,3,Diaper Champ
no need to pay for the special refills that the other brands require,special refills,special refills,3,Diaper Champ
and best of all no wasting money on special refill bagsthis takes ordinary garbage bags,special refill,special refills,3,Diaper Champ
i registered for this item because of the good reviews it got however i was not impressed,good reviews,good reviews,3,Diaper Champ
all in all the diaper champ serves its purpose but it does not live up to its good reviews,good reviews,good reviews,3,Diaper Champ
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags,great reviews,good reviews,3,Diaper Champ
5 the price is right,right price,right price,2,Diaper Champ
all in all this product is definitely one i would recommend and certainly worth the very reasonable price,reasonable price,right price,2,Diaper Champ
i bought this diaper pail when my son was just a few days old and i absolutely love it,old son,old daughter,2,Diaper Champ
my daughter is only 4 months old and we do notice an odor,old daughter,old daughter,2,Diaper Champ
the champ did not start letting a little odor through until well over a year,little odor,little odor,2,Diaper Champ
there is no odor and extremely easy to use,easy odor,little odor,2,Diaper Champ
in fact people who have been present while i changed my almost 3 month old sons diaper have been amazed at how the verypotent smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ,old diaper,last diaper,2,Diaper Champ
it can be frustrating and messy when you put that last diaper in before realizing the unit is full,last diaper,last diaper,2,Diaper Champ
but from my experience by the time it gets to that point the bag is really heavy so i think this is kind of helpful its a builtin way of keeping the bag manageable upon emptying,heavy bag,heavy bag,2,Diaper Champ
being a very economical person i appreciate the fact that any plastic bag can be used with this system i never did like the prospect of buying special diaper genie refills,plastic bag,heavy bag,2,Diaper Champ
3the champ is odor free for at least 15 months,free champ,free champ,2,Diaper Champ
i never know when the champ is full as there is no way too tell even though not particularly aesthetic how about making the champ clear and seethrough so i lift the lid and find a wad of diaper which i must remove usually stuck inside the lid itself because the bag is too full,full champ,free champ,2,Diaper Champ
in fact people who have been present while i changed my almost 3 month old sons diaper have been amazed at how the verypotent smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ,verypotent smell,faint smell,2,Diaper Champ
the product also leaves a faint smell in the room,faint smell,faint smell,2,Diaper Champ
it can be frustrating and messy when you put that last diaper in before realizing the unit is full,full unit,excellent unit,2,Diaper Champ
excellent diaper disposal unit,excellent unit,excellent unit,2,Diaper Champ
update march 2005 my son has been out of diapers for almost 2 years now but the diaper champ hung in there till the very end easy to use no problems with odors and one of the best bargains among all of the paraphernalia required for the modern baby ,easy end,easy end,2,Diaper Champ
update march 2005 my son has been out of diapers for almost 2 years now but the diaper champ hung in there till the very end easy to use no problems with odors and one of the best bargains among all of the paraphernalia required for the modern baby ,very end,easy end,2,Diaper Champ
its also so easy to use and holds a great deal of diapers,great deal,better deal,2,Diaper Champ
this pail does not really keep in odors anymore and well probably have to get a new one but since you can use regular garbage bags we actually use the bags we get our groceries in because they hang perfectly its still probably a better deal than the genie,better deal,better deal,2,Diaper Champ
a wise investment for the pocketbook for the nose,wise investment,wise investment,1,Diaper Champ
the opening could be a little wider i suppose but i have not really seen anything else that could be improved,wider opening,wider opening,1,Diaper Champ
if you are looking for a userfriendly diaper pail that actually does keep the odor contained than the diaper champ is the one for you,userfriendly pail,userfriendly pail,1,Diaper Champ
we found that when you put a dirty diaper into the top loader there was a tendency to get streaks which would then get on the plunger which would then have to get cleaned each time it was used,top loader,top loader,1,Diaper Champ
the only problem i have is with the handle you use to open the top compartment,top compartment,top compartment,1,Diaper Champ
the way you have to shove your fingers under it and pull is just too tight,tight way,tight way,1,Diaper Champ
we just use the glad tall kitchen trash can bags with odor shield from target and they work wonderfully,tall trash,tall trash,1,Diaper Champ
i use the same storebrand tall kitchen trash bags i already use in the kitchen for it no specialdiaper trash bags necessary,tall bags,tall bags,1,Diaper Champ
solid food poop is very stinky and this diaper pail does not really contain the smell,stinky food poop,stinky food poop,1,Diaper Champ
there are no specail bags to deal with or buy,specail bags,specail bags,1,Diaper Champ
solid food poop is very stinky and this diaper pail does not really contain the smell,solid poop,solid poop,1,Diaper Champ
also for those that complain that the diaper champ is not as effective as time passes keep the following in mind as babies get older their diets changes aka solid foods and so does the smell of their diapers,solid foods,solid foods,1,Diaper Champ
cons difficult to open to change bagtwice my bags caught on a sharp edge inside and snagged as i was pulling outleaving dirty diapers all over the floor,sharp edge,sharp edge,1,Diaper Champ
i use the scented bags and even if i do not no smell,scented bags,scented bags,1,Diaper Champ
i can keep one hand on my baby and dump the diaper at the same time it is that simple,same time,same time,1,Diaper Champ
at first i had a problem with some smell then i realized if you flip the lid back and always keep the same side facing in then there is no smell at all,same side,same side,1,Diaper Champ
it sits in the corner of our bathroom and we have never had any problems with odors at all and we live in the damp and humid south where odors of all kinds are generally rife,rife odors,rife odors,1,Diaper Champ
we wrap them nice and tight we use our regular kitchen trash bagscheap,regular bagscheap,regular bagscheap,1,Diaper Champ
it is a bit difficult to get the unit open the advice to take it slowly is sound but now that our son is walking and exploring i consider this a positive attribute,positive attribute,positive attribute,1,Diaper Champ
the only problem i have is with the handle you use to open the top compartment,only problem,only problem,1,Diaper Champ
the only downside to this is that it can get pretty stinky long before the pail is full,only downside,only downside,1,Diaper Champ
every now and then i spray down the inside of the pail with lysol easy onehand use impossible for my inquisitive child to get the dirty diapers out of the pail every now and then odors do escape the pail but that is rareand it usually just means that we have crammed too much in there and need to change the bag,onehand use,onehand use,1,Diaper Champ
the container is hard to open which is exactly what you want when your baby becomes a toddler and you do have to flip the handle carefully which has saved more than a few of her toystoo i do not consider these difficulties but features for the older baby,older baby,older baby,1,Diaper Champ
its stable so a curious toddler cannot easily tip it over,not curious toddler,not curious toddler,1,Diaper Champ
in fact i liked it so much after using it with my son who is now 2 years old that i bought one for our new babys room,new room,new room,1,Diaper Champ
and its the largest diaper pail i have seen without taking up more floor space,more space,more space,1,Diaper Champ
update march 2005 my son has been out of diapers for almost 2 years now but the diaper champ hung in there till the very end easy to use no problems with odors and one of the best bargains among all of the paraphernalia required for the modern baby ,modern baby,modern baby,1,Diaper Champ
the hole to put the diaper in needs to be larger as i am now using medium diapers i have a 3 month old and they are on the brink of being too large to fit no matter how compact i make then and how unsoiled they are,medium diapers,medium diapers,1,Diaper Champ
i cannot tell you how many times i have chipped a nail or hurt my fingertips because of the force needed to open it,many times,many times,1,Diaper Champ
my main complaints are that it should be deeper or wider as it does not even fit a smaller sized garbage bag,main complaints,main complaints,1,Diaper Champ
we have never had any problems with anything like loose wipes getting stuck we always wrap them in the dirty diaper,loose wipes,loose wipes,1,Diaper Champ
it was easy to assemble and the diapers fit perfectly into the little nook before they make their way into the pail portion,little nook,little nook,1,Diaper Champ
as one other reviewer pointed out it does occasionally take a little effort to push down theplunger to get the diapers in the pail even though upon inspection the bag does not really look full,little effort,little effort,1,Diaper Champ
and its the largest diaper pail i have seen without taking up more floor space,largest pail,largest pail,1,Diaper Champ
every now and then i spray down the inside of the pail with lysol easy onehand use impossible for my inquisitive child to get the dirty diapers out of the pail every now and then odors do escape the pail but that is rareand it usually just means that we have crammed too much in there and need to change the bag,inquisitive child,inquisitive child,1,Diaper Champ
it is far better than just a trash can or the diaper genie and its fairly inexpensive as baby products go,inexpensive genie,inexpensive genie,1,Diaper Champ
every now and then i spray down the inside of the pail with lysol easy onehand use impossible for my inquisitive child to get the dirty diapers out of the pail every now and then odors do escape the pail but that is rareand it usually just means that we have crammed too much in there and need to change the bag,impossible use,impossible use,1,Diaper Champ
the container is hard to open which is exactly what you want when your baby becomes a toddler and you do have to flip the handle carefully which has saved more than a few of her toystoo i do not consider these difficulties but features for the older baby,hard container,hard container,1,Diaper Champ
this is a great product,great product,great product,1,Diaper Champ
we just use the glad tall kitchen trash can bags with odor shield from target and they work wonderfully,glad trash,glad trash,1,Diaper Champ
while the perfect ordor free diaper pail has yet to be invented the diaper champ is a good as it gets,free pail,free pail,1,Diaper Champ
i bought the diaper champ and have been very happy for the following reasons,following reasons,following reasons,1,Diaper Champ
well the champ has survived its first year with our son and it is great,first year,first year,1,Diaper Champ
now it will start smelling if you leave it with diapers in it for an extended period but all of them will,extended period,extended period,1,Diaper Champ
this item is exceptional i like the ease of use and it held the odor in great,exceptional item,exceptional item,1,Diaper Champ
so i cannot tell you if diaper champ will be as good at containing the formula generated poop smell but its excellent at containing the smell of poop of my breastfed baby,excellent formula,excellent formula,1,Diaper Champ
being a very economical person i appreciate the fact that any plastic bag can be used with this system i never did like the prospect of buying special diaper genie refills,economical person,economical person,1,Diaper Champ
whether you are using disposable or cloth diapers this is the truly the only diaper pail to get,disposable diapers,disposable diapers,1,Diaper Champ
the height is a more convenient reach than others where you have to hunch over,convenient reach,convenient reach,1,Diaper Champ
i was using the cheapie pail and it worked ok until the opening device fell apart,cheapie pail,cheapie pail,1,Diaper Champ
we use the cheap 199 13 gallon vanilla scented bags from the grocery store but you can use any bag you have laying around,cheap bags,cheap bags,1,Diaper Champ
so i cannot tell you if diaper champ will be as good at containing the formula generated poop smell but its excellent at containing the smell of poop of my breastfed baby,breastfed baby,breastfed baby,1,Diaper Champ
regardless to this fact i believe the champ is the best way to go,best way,best way,1,Diaper Champ
this is one of the best purchases we made,best purchases,best purchases,1,Diaper Champ
update march 2005 my son has been out of diapers for almost 2 years now but the diaper champ hung in there till the very end easy to use no problems with odors and one of the best bargains among all of the paraphernalia required for the modern baby ,best bargains,best bargains,1,Diaper Champ
in fact i liked it so much after using it with my son who is now 2 years old that i bought one for our new babys room,babys room,babys room,1,Diaper Champ
it contains the smell from our babys diapers and we can use just about any kind of bag inside,babys diapers,babys diapers,1,Diaper Champ
the thought of not having to buy refills and just using regular bags is awesome,awesome thought,awesome thought,1,Diaper Champ
in fact people who have been present while i changed my almost 3 month old sons diaper have been amazed at how the verypotent smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ,amazed people,amazed people,1,Diaper Champ
the hitachi is a great router for a great price but only get it if you need the maximum power variable speed and use it in a table,great router,best router,7,Hitachi router
it is a great router for a table and with the depth adjustment knob it is easy to adjust depth prescisely,great router,best router,7,Hitachi router
this is an excellent router for the money,excellent router,best router,7,Hitachi router
this is an excellent router for the price,excellent router,best router,7,Hitachi router
from the internet woodworking books local stores and personal opinions the hitachi m12v 314 hp router time and time again came up to be the router of choice or best for its price,best router,best router,7,Hitachi router
other than that i think it is the best router for the money,best router,best router,7,Hitachi router
my first router is a safety hazard if you do not pay attention and are not very careful,first router,best router,7,Hitachi router
nice things about the m12v in a table the powerful 3 14 hp motor is great soft start helps a lot to control the beast when you turn the router on continuously variable speed control amazons price,soft start,soft start,5,Hitachi router
the soft start is a tremendous help for this type of operation,soft start,soft start,5,Hitachi router
the soft start is nice,soft start,soft start,5,Hitachi router
both the onoff switch soft start and the depth lock are within easy reach of the right hand,soft start,soft start,5,Hitachi router
this router has soft start and runs smooth and true,soft start,soft start,5,Hitachi router
but i wanted to do some raised panel work and needed more power and variable speed to run the largediameter bits,variable speed,variable speed,4,Hitachi router
the hitachi is a great router for a great price but only get it if you need the maximum power variable speed and use it in a table,variable speed,variable speed,4,Hitachi router
the smooth operation variable speed and a set of good jasada bits will provide just the right combination for great predictable results,variable speed,variable speed,4,Hitachi router
recenly the variable speed control went out,variable control,variable speed,4,Hitachi router
